patientid, geneid, expression_value
patient75,4,789054.57
patient75,5,254619.69
patient75,6,1255624.33
patient75,7,1419888.50
patient75,8,1138239.26
patient75,9,1259450.13
patient75,10,1496139.60
patient75,11,1948432.36
patient75,12,1401467.26
patient75,13,-68435.75
patient75,14,628371.77
patient75,15,1335622.18
patient75,16,227568.54
patient75,17,137464.04
patient75,18,1970221.05
patient75,19,300281.62
patient75,20,1642665.14
patient75,21,1274893.77
patient75,22,965777.13
patient75,23,1493141.20
patient75,24,352419.82
patient75,25,28119.57
patient75,26,314302.12
patient75,27,1235109.67
patient75,28,878903.65
patient75,29,862502.42
patient75,30,67795.20
patient75,31,1360694.47
patient75,32,170692.83
patient75,33,1149872.49
patient75,34,1762161.53
patient75,35,623236.75
patient75,36,254079.78
patient75,37,460122.40
patient75,38,613182.31
patient75,39,507005.00
patient75,40,1012260.02
patient75,41,402274.33
patient75,42,1609161.93
patient75,43,1032401.85
patient75,44,1165947.93
patient75,45,358470.39
patient75,46,1699713.01
patient75,47,1575264.76
patient75,48,70247.14
patient75,49,1075688.14
patient75,50,1602534.84
patient75,51,44007.42
patient75,52,796467.98
patient75,53,394366.26
patient75,54,867962.77
patient75,55,947884.87
patient75,56,944019.51
patient75,57,761612.03
patient75,58,1538923.01
patient75,59,939869.57
patient75,60,-140337.21
patient75,61,208832.50
patient75,62,179602.62
patient75,63,1340285.58
patient75,64,-1470.43
patient75,65,1496617.25
patient75,66,1139337.25
patient75,67,1747817.86
patient75,68,1020536.12
patient75,69,1491863.61
patient75,70,1195942.59
patient75,71,1134427.81
patient75,72,-122013.72
patient75,73,176052.49
patient75,74,1975793.85
patient75,75,735458.79
patient75,76,714916.08
patient75,77,977137.74
patient75,78,730320.25
patient75,79,274155.41
patient75,80,1456581.55
patient75,81,1390015.49
patient75,82,-55435.41
patient75,83,1433662.76
patient75,84,1320165.54
patient75,85,1622352.62
patient75,86,277922.93
patient75,87,1055373.48
patient75,88,763494.25
patient75,89,1850898.47
patient75,90,529766.24
patient75,91,1948123.76
patient75,92,-93904.78
patient75,93,-78373.78
patient75,94,1896326.76
patient75,95,1550567.71
patient75,96,374712.44
patient75,97,1455752.39
patient75,98,235610.37
patient75,99,1765298.62
patient76,0,1979532.67
patient76,1,1729696.22
patient76,2,1978241.22
patient76,3,1777791.39
patient76,4,222054.02
patient76,5,83686.91
patient76,6,1303165.70
patient76,7,1501521.40
patient76,8,693726.51
patient76,9,508189.86
patient76,10,1351406.82
patient76,11,889056.88
patient76,12,1113863.58
patient76,13,1933198.68
patient76,14,784301.34
patient76,15,324758.29
patient76,16,-69441.92
patient76,17,1849401.43
patient76,18,572797.39
patient76,19,1028971.11
patient76,20,981346.56
patient76,21,1160472.73
patient76,22,1032891.89
patient76,23,1199313.65
patient76,24,1870367.02
patient76,25,1836952.83
patient76,26,80405.41
patient76,27,907799.72
patient76,28,1921847.83
patient76,29,211654.14
patient76,30,306639.86
patient76,31,1863361.08
patient76,32,330749.92
patient76,33,483112.58
patient76,34,1982525.47
patient76,35,-170403.01
patient76,36,57755.52
patient76,37,1130306.45
patient76,38,884482.42
patient76,39,237779.16
patient76,40,-3222.48
patient76,41,1850909.99
patient76,42,1101677.33
patient76,43,2005093.11
patient76,44,-132460.59
patient76,45,1781878.94
patient76,46,748227.85
patient76,47,477045.81
patient76,48,1536311.86
patient76,49,542281.39
patient76,50,1353336.74
patient76,51,80984.40
patient76,52,68505.76
patient76,53,1931504.02
patient76,54,1894131.69
patient76,55,1911042.72
patient76,56,1206896.72
patient76,57,723498.94
patient76,58,1700576.67
patient76,59,135668.56
patient76,60,1495748.85
patient76,61,1310409.27
patient76,62,417973.16
patient76,63,1440451.17
patient76,64,788685.65
patient76,65,586977.36
patient76,66,420062.87
patient76,67,1863593.08
patient76,68,603268.23
patient76,69,618944.10
patient76,70,1286139.04
patient76,71,834351.76
patient76,72,1367105.80
patient76,73,1277565.01
patient76,74,1788688.01
patient76,75,609658.20
patient76,76,1398841.55
patient76,77,1464116.65
patient76,78,726626.06
patient76,79,1972580.61
patient76,80,299340.18
patient76,81,219351.85
patient76,82,1697349.01
patient76,83,-122310.37
patient76,84,153611.52
patient76,85,1294570.35
patient76,86,502185.59
patient76,87,864229.88
patient76,88,1824402.28
patient76,89,890831.45
patient76,90,-92520.25
patient76,91,-15854.23
patient76,92,816759.97
patient76,93,1542590.73
patient76,94,249623.10
patient76,95,659701.08
patient76,96,925797.61
patient76,97,1994536.06
patient76,98,714866.30
patient76,99,1770544.90
patient77,0,1545475.39
patient77,1,673771.12
patient77,2,362799.33
patient77,3,1709161.09
patient77,4,1129278.66
patient77,5,146528.50
patient77,6,-181353.87
patient77,7,106762.44
patient77,8,1089130.68
patient77,9,1949307.58
patient77,10,623554.15
patient77,11,158573.76
patient77,12,954026.78
patient77,13,534814.07
patient77,14,12537.88
patient77,15,1572677.56
patient77,16,105525.37
patient77,17,1684932.28
patient77,18,381480.06
patient77,19,1676414.44
patient77,20,154728.46
patient77,21,395762.29
patient77,22,1697999.99
patient77,23,-158428.07
patient77,24,1282426.71
patient77,25,1089411.51
patient77,26,303793.64
patient77,27,177471.53
patient77,28,1159379.85
patient77,29,1088791.27
patient77,30,933438.62
patient77,31,365235.72
patient77,32,-186520.45
patient77,33,136702.87
patient77,34,572304.28
patient77,35,753383.07
patient77,36,750072.97
patient77,37,1846820.53
patient77,38,396457.72
patient77,39,2002968.20
patient77,40,1998342.33
patient77,41,1279559.80
patient77,42,1279058.99
patient77,43,824448.56
patient77,44,234833.31
patient77,45,1186593.60
patient77,46,182553.31
patient77,47,935814.75
patient77,48,704668.95
patient77,49,1562317.97
patient77,50,963334.42
patient77,51,3651.16
patient77,52,1399272.69
patient77,53,292406.67
patient77,54,403706.53
patient77,55,1977245.70
patient77,56,1424717.58
patient77,57,1049719.97
patient77,58,937040.98
patient77,59,672387.73
patient77,60,1542142.27
patient77,61,217900.09
patient77,62,-5795.03
patient77,63,773497.62
patient77,64,975004.02
patient77,65,1401618.12
patient77,66,288682.88
patient77,67,1973595.33
patient77,68,1845884.99
patient77,69,1297625.05
patient77,70,653998.90
patient77,71,67828.36
patient77,72,702331.78
patient77,73,1276347.55
patient77,74,1169103.31
patient77,75,57420.40
patient77,76,-134227.22
patient77,77,1481279.77
patient77,78,821590.38
patient77,79,335698.29
patient77,80,538549.72
patient77,81,207536.24
patient77,82,-72796.15
patient77,83,1344720.23
patient77,84,516360.74
patient77,85,1205107.64
patient77,86,1786194.64
patient77,87,493330.57
patient77,88,-14953.02
patient77,89,685375.52
patient77,90,11483.12
patient77,91,1670338.83
patient77,92,614234.44
patient77,93,-76772.72
patient77,94,1565080.51
patient77,95,516092.95
patient77,96,1554646.75
patient77,97,1463756.87
patient77,98,865647.69
patient77,99,98117.94
patient78,0,1610478.12
patient78,1,407442.76
patient78,2,912819.29
patient78,3,1729072.18
patient78,4,941715.49
patient78,5,440835.21
patient78,6,674293.48
patient78,7,115848.40
patient78,8,964691.04
patient78,9,403848.78
patient78,10,1070822.67
patient78,11,337511.34
patient78,12,1563245.85
patient78,13,32618.98
patient78,14,1452823.62
patient78,15,711197.94
patient78,16,365758.43
patient78,17,1088226.84
patient78,18,1755771.56
patient78,19,1163996.95
patient78,20,976976.57
patient78,21,61676.02
patient78,22,487723.95
patient78,23,423529.03
patient78,24,1693217.64
patient78,25,640929.31
patient78,26,618028.28
patient78,27,676665.31
patient78,28,1276980.11
patient78,29,1829977.87
patient78,30,1299470.24
patient78,31,1930317.21
patient78,32,1590088.77
patient78,33,1183843.59
patient78,34,596011.94
patient78,35,139698.83
patient78,36,1570204.19
patient78,37,1407554.16
patient78,38,609557.12
patient78,39,860537.70
patient78,40,-147861.40
patient78,41,223528.76
patient78,42,1806885.62
patient78,43,1266500.27
patient78,44,1348291.27
patient78,45,1274833.08
patient78,46,1197127.37
patient78,47,990561.03
patient78,48,1342229.91
patient78,49,-57413.39
patient78,50,751280.96
patient78,51,413654.27
patient78,52,665702.80
patient78,53,8261.54
patient78,54,1539411.55
patient78,55,2004378.05
patient78,56,657523.44
patient78,57,36012.47
patient78,58,1792960.10
patient78,59,1889552.40
patient78,60,1868135.21
patient78,61,910940.42
patient78,62,331213.31
patient78,63,236590.54
patient78,64,-3876.26
patient78,65,1354068.29
patient78,66,254675.64
patient78,67,461181.06
patient78,68,1128687.61
patient78,69,682485.37
patient78,70,56922.96
patient78,71,1590440.42
patient78,72,36724.52
patient78,73,1050151.93
patient78,74,1240207.20
patient78,75,1891833.26
patient78,76,1155574.85
patient78,77,348705.12
patient78,78,1878664.74
patient78,79,65726.04
patient78,80,1061314.46
patient78,81,1011459.35
patient78,82,-67793.28
patient78,83,673977.08
patient78,84,1456884.49
patient78,85,738439.44
patient78,86,191620.33
patient78,87,874492.00
patient78,88,1726976.48
patient78,89,1394043.10
patient78,90,776592.40
patient78,91,1465305.22
patient78,92,1432636.68
patient78,93,1565241.38
patient78,94,1445086.58
patient78,95,335512.52
patient78,96,1098479.58
patient78,97,1816511.37
patient78,98,469517.23
patient78,99,1912022.94
patient79,0,729228.71
patient79,1,563998.75
patient79,2,1763218.15
patient79,3,297739.27
patient79,4,349804.96
patient79,5,326205.98
patient79,6,-126887.71
patient79,7,-129405.41
patient79,8,-6164.62
patient79,9,1625834.43
patient79,10,256040.14
patient79,11,443637.96
patient79,12,214511.34
patient79,13,682853.49
patient79,14,1850857.74
patient79,15,1950531.21
patient79,16,1117729.41
patient79,17,132328.09
patient79,18,1240458.86
patient79,19,-104984.46
patient79,20,1176541.42
patient79,21,522103.35
patient79,22,-177700.33
patient79,23,107329.36
patient79,24,405653.97
patient79,25,836116.69
patient79,26,1477850.32
patient79,27,381178.46
patient79,28,-113712.23
patient79,29,1458584.72
patient79,30,1405809.25
patient79,31,937594.73
patient79,32,1243858.13
patient79,33,-143300.42
patient79,34,1734329.71
patient79,35,757785.43
patient79,36,1089889.76
patient79,37,1445963.85
patient79,38,1408821.44
patient79,39,134622.04
patient79,40,1307962.92
patient79,41,798904.64
patient79,42,-64352.59
patient79,43,1585938.03
patient79,44,1610422.00
patient79,45,107333.66
patient79,46,231405.50
patient79,47,218645.16
patient79,48,1517651.63
patient79,49,-106529.38
patient79,50,584553.66
patient79,51,238838.48
patient79,52,380248.03
patient79,53,1769930.97
patient79,54,1716150.48
patient79,55,1923987.83
patient79,56,170410.69
patient79,57,476373.62
patient79,58,1976264.35
patient79,59,1079721.61
patient79,60,462187.93
patient79,61,421122.68
patient79,62,1134423.17
patient79,63,1359253.87
patient79,64,1063140.51
patient79,65,885371.03
patient79,66,85194.85
patient79,67,1978161.66
patient79,68,1413312.97
patient79,69,1824351.67
patient79,70,1636274.42
patient79,71,629161.46
patient79,72,1379463.94
patient79,73,438306.97
patient79,74,1361463.48
patient79,75,1674844.41
patient79,76,1314957.46
patient79,77,661763.58
patient79,78,-170778.30
patient79,79,990096.87
patient79,80,1519605.20
patient79,81,972036.74
patient79,82,190758.51
patient79,83,1866514.78
patient79,84,-18784.39
patient79,85,1607771.25
patient79,86,35766.51
patient79,87,1914947.24
patient79,88,566559.86
patient79,89,1957279.88
patient79,90,-107815.50
patient79,91,124314.84
patient79,92,1566367.87
patient79,93,1604309.52
patient79,94,1591404.40
patient79,95,1488643.15
patient79,96,-104464.73
patient79,97,988561.85
patient79,98,1014879.57
patient79,99,578865.41
patient80,0,1747003.55
patient80,1,683750.53
patient80,2,1744070.58
patient80,3,737175.40
patient80,4,895691.93
patient80,5,61139.55
patient80,6,1554571.91
patient80,7,303978.25
patient80,8,497792.69
patient80,9,1586883.88
patient80,10,740679.29
patient80,11,613122.47
patient80,12,1725879.91
patient80,13,204852.25
patient80,14,767451.38
patient80,15,1717741.43
patient80,16,1512611.18
patient80,17,1102746.54
patient80,18,375648.29
patient80,19,1741635.14
patient80,20,1418637.48
patient80,21,1463899.89
patient80,22,1419100.24
patient80,23,325166.18
patient80,24,593749.90
patient80,25,1674962.49
patient80,26,927163.91
patient80,27,10462.94
patient80,28,697272.00
patient80,29,1711805.56
patient80,30,614070.66
patient80,31,24546.99
patient80,32,1934985.73
patient80,33,76803.59
patient80,34,1759665.86
patient80,35,1177969.68
patient80,36,398777.50
patient80,37,589600.69
patient80,38,939151.10
patient80,39,111774.02
patient80,40,1136054.80
patient80,41,1685412.09
patient80,42,301321.03
patient80,43,921109.88
patient80,44,1452409.56
patient80,45,1839872.63
patient80,46,113975.08
patient80,47,579086.31
patient80,48,291880.52
patient80,49,571246.49
patient80,50,7140.63
patient80,51,1667253.92
patient80,52,1702740.02
patient80,53,-49092.34
patient80,54,1131084.38
patient80,55,1995205.88
patient80,56,1790627.84
patient80,57,1713867.81
patient80,58,1878781.29
patient80,59,1006814.66
patient80,60,1834610.25
patient80,61,486287.69
patient80,62,1710460.19
patient80,63,920195.31
patient80,64,728335.27
patient80,65,442224.15
patient80,66,1913605.96
patient80,67,834362.03
patient80,68,1203375.98
patient80,69,494432.81
patient80,70,1635923.04
patient80,71,462998.94
patient80,72,1774510.10
patient80,73,1614510.48
patient80,74,112100.43
patient80,75,-161820.40
patient80,76,480042.57
patient80,77,357969.00
patient80,78,730429.33
patient80,79,1362657.77
patient80,80,258402.58
patient80,81,1076003.61
patient80,82,1877343.34
patient80,83,532156.34
patient80,84,972626.49
patient80,85,1785424.22
patient80,86,284439.71
patient80,87,1708959.64
patient80,88,991923.00
patient80,89,212966.02
patient80,90,1593095.97
patient80,91,1447306.24
patient80,92,1538047.45
patient80,93,1086520.93
patient80,94,1272015.07
patient80,95,833232.50
patient80,96,-35153.57
patient80,97,919552.55
patient80,98,100391.82
patient80,99,92944.37
patient81,0,478010.05
patient81,1,1400161.29
patient81,2,-41488.00
patient81,3,1278566.02
patient81,4,304597.94
patient81,5,467811.76
patient81,6,-122847.00
patient81,7,1571421.53
patient81,8,2004723.85
patient81,9,894534.36
patient81,10,1130561.94
patient81,11,1585501.91
patient81,12,1278524.15
patient81,13,984099.34
patient81,14,1735050.23
patient81,15,1393898.10
patient81,16,262368.56
patient81,17,408465.23
patient81,18,1938477.34
patient81,19,1216571.48
patient81,20,534915.94
patient81,21,665019.03
patient81,22,959207.66
patient81,23,764248.98
patient81,24,28934.98
patient81,25,390332.82
patient81,26,1903867.17
patient81,27,1680238.73
patient81,28,-136580.74
patient81,29,1605247.64
patient81,30,1281201.45
patient81,31,150040.11
patient81,32,1101067.91
patient81,33,1970071.69
patient81,34,198383.95
patient81,35,578079.31
patient81,36,640713.47
patient81,37,-15440.92
patient81,38,629975.65
patient81,39,1300107.00
patient81,40,508941.56
patient81,41,15111.02
patient81,42,9959.95
patient81,43,37719.51
patient81,44,1461253.19
patient81,45,1960902.90
patient81,46,1337081.44
patient81,47,344664.87
patient81,48,1943743.82
patient81,49,1255416.16
patient81,50,793139.21
patient81,51,395051.61
patient81,52,945988.08
patient81,53,1046566.47
patient81,54,843822.63
patient81,55,1498143.97
patient81,56,1974218.58
patient81,57,799812.07
patient81,58,366910.81
patient81,59,1847924.61
patient81,60,915272.22
patient81,61,68533.33
patient81,62,-88841.56
patient81,63,-94104.15
patient81,64,999608.13
patient81,65,1574670.53
patient81,66,853290.88
patient81,67,199799.00
patient81,68,1936066.57
patient81,69,204457.75
patient81,70,658318.55
patient81,71,320116.01
patient81,72,-113801.69
patient81,73,-8419.08
patient81,74,1567439.76
patient81,75,1954014.11
patient81,76,587134.68
patient81,77,771273.73
patient81,78,1338311.39
patient81,79,377069.48
patient81,80,104440.52
patient81,81,1695560.70
patient81,82,-169099.49
patient81,83,404487.04
patient81,84,360631.10
patient81,85,295046.55
patient81,86,1607923.36
patient81,87,1777944.27
patient81,88,612138.80
patient81,89,1850351.16
patient81,90,465373.20
patient81,91,733217.23
patient81,92,1987885.95
patient81,93,998989.80
patient81,94,1223174.57
patient81,95,881259.62
patient81,96,1252984.31
patient81,97,1372417.98
patient81,98,1308296.84
patient81,99,-83449.12
patient82,0,1378460.41
patient82,1,1162260.80
patient82,2,1226621.25
patient82,3,449661.86
patient82,4,1586307.88
patient82,5,839434.19
patient82,6,340597.70
patient82,7,419792.57
patient82,8,1916148.97
patient82,9,559916.51
patient82,10,1680310.11
patient82,11,1845800.98
patient82,12,97441.72
patient82,13,1227439.57
patient82,14,214488.25
patient82,15,812756.66
patient82,16,1464645.47
patient82,17,1893473.84
patient82,18,691780.73
patient82,19,1378265.89
patient82,20,902926.21
patient82,21,695763.63
patient82,22,1635515.52
patient82,23,632348.58
patient82,24,412252.74
patient82,25,314415.97
patient82,26,1642672.56
patient82,27,614717.20
patient82,28,561711.00
patient82,29,1062806.97
patient82,30,947321.85
patient82,31,157915.21
patient82,32,-78777.10
patient82,33,1117467.37
patient82,34,1299899.27
patient82,35,1418504.79
patient82,36,489591.30
patient82,37,795085.89
patient82,38,1518774.67
patient82,39,1286652.92
patient82,40,1028225.06
patient82,41,666114.47
patient82,42,144915.36
patient82,43,916436.24
patient82,44,1412388.88
patient82,45,425559.63
patient82,46,107113.22
patient82,47,979332.79
patient82,48,61014.82
patient82,49,-180584.59
patient82,50,1205809.41
patient82,51,242808.38
patient82,52,1800730.31
patient82,53,1717137.67
patient82,54,1563348.22
patient82,55,952529.66
patient82,56,398140.86
patient82,57,95222.40
patient82,58,895449.31
patient82,59,1781857.79
patient82,60,898913.93
patient82,61,1443982.34
patient82,62,1651217.50
patient82,63,540214.64
patient82,64,47505.56
patient82,65,1149526.93
patient82,66,1696551.93
patient82,67,1920874.89
patient82,68,1790604.30
patient82,69,-114511.81
patient82,70,853476.56
patient82,71,712630.22
patient82,72,985688.45
patient82,73,986207.24
patient82,74,1281081.23
patient82,75,-55499.52
patient82,76,515825.43
patient82,77,1225942.44
patient82,78,1252663.92
patient82,79,711009.94
patient82,80,374260.68
patient82,81,415500.04
patient82,82,-130388.06
patient82,83,553418.23
patient82,84,1714390.28
patient82,85,1118239.36
patient82,86,1893007.58
patient82,87,659484.25
patient82,88,713979.37
patient82,89,768783.46
patient82,90,-47681.24
patient82,91,788829.51
patient82,92,1917616.79
patient82,93,535250.47
patient82,94,608274.90
patient82,95,382747.18
patient82,96,133483.95
patient82,97,1640687.94
patient82,98,511832.42
patient82,99,1432032.99
patient83,0,1398682.63
patient83,1,1356220.47
patient83,2,603399.64
patient83,3,1567626.57
patient83,4,1170586.02
patient83,5,-2473.88
patient83,6,178773.99
patient83,7,527552.62
patient83,8,1184478.10
patient83,9,969743.36
patient83,10,568885.88
patient83,11,450472.76
patient83,12,1291934.90
patient83,13,1555727.99
patient83,14,1730357.65
patient83,15,1922027.47
patient83,16,1342635.23
patient83,17,335768.57
patient83,18,1946643.62
patient83,19,1361545.29
patient83,20,-79969.98
patient83,21,-54508.28
patient83,22,-91643.17
patient83,23,1233171.97
patient83,24,997021.99
patient83,25,1165737.25
patient83,26,1382441.67
patient83,27,1248215.68
patient83,28,1548303.93
patient83,29,707087.82
patient83,30,-60830.19
patient83,31,1616418.24
patient83,32,252752.24
patient83,33,736439.67
patient83,34,905129.95
patient83,35,402989.54
patient83,36,195911.89
patient83,37,1182904.76
patient83,38,608181.11
patient83,39,507563.33
patient83,40,1051929.83
patient83,41,1347721.78
patient83,42,665434.82
patient83,43,378735.82
patient83,44,1724605.24
patient83,45,1675436.24
patient83,46,1045060.38
patient83,47,893593.18
patient83,48,1421190.34
patient83,49,1613704.81
patient83,50,1862903.36
patient83,51,1489362.88
patient83,52,49475.91
patient83,53,1417481.52
patient83,54,703494.13
patient83,55,1063348.23
patient83,56,-29484.53
patient83,57,1408340.68
patient83,58,1070047.18
patient83,59,229496.09
patient83,60,960859.28
patient83,61,210394.77
patient83,62,1677213.20
patient83,63,964702.47
patient83,64,215530.24
patient83,65,1584534.20
patient83,66,1848545.04
patient83,67,823050.59
patient83,68,322505.91
patient83,69,1132533.10
patient83,70,68666.81
patient83,71,144336.08
patient83,72,440268.26
patient83,73,1447075.16
patient83,74,1815920.26
patient83,75,-72825.53
patient83,76,1789095.69
patient83,77,128403.41
patient83,78,1499237.78
patient83,79,566439.56
patient83,80,194964.03
patient83,81,1159369.28
patient83,82,1144910.87
patient83,83,-152172.79
patient83,84,969560.18
patient83,85,1043756.62
patient83,86,429858.61
patient83,87,629366.75
patient83,88,1585560.01
patient83,89,734510.43
patient83,90,989430.27
patient83,91,269333.84
patient83,92,527152.24
patient83,93,-120711.65
patient83,94,1990615.87
patient83,95,400777.57
patient83,96,1453807.06
patient83,97,504552.77
patient83,98,1796826.72
patient83,99,859430.50
patient84,0,140495.96
patient84,1,931766.82
patient84,2,104818.50
patient84,3,1696870.19
patient84,4,64715.48
patient84,5,-21104.36
patient84,6,755039.06
patient84,7,-64345.72
patient84,8,1325510.49
patient84,9,1174958.62
patient84,10,1561893.43
patient84,11,1681445.69
patient84,12,954416.10
patient84,13,-172887.06
patient84,14,1297203.03
patient84,15,1762161.17
patient84,16,239050.27
patient84,17,1339180.66
patient84,18,992830.88
patient84,19,380978.45
patient84,20,1425032.61
patient84,21,-178509.45
patient84,22,1156801.45
patient84,23,354968.12
patient84,24,1565638.94
patient84,25,414025.02
patient84,26,1995792.34
patient84,27,1964107.44
patient84,28,1942337.07
patient84,29,880616.31
patient84,30,1899196.35
patient84,31,1839371.65
patient84,32,120454.49
patient84,33,1535119.87
patient84,34,1853223.58
patient84,35,1400631.57
patient84,36,-58996.87
patient84,37,959794.12
patient84,38,-24083.28
patient84,39,423479.58
patient84,40,748487.32
patient84,41,1392478.54
patient84,42,1239880.61
patient84,43,741697.08
patient84,44,1927923.56
patient84,45,1242921.92
patient84,46,386011.53
patient84,47,483325.00
patient84,48,1148183.32
patient84,49,355078.03
patient84,50,242622.68
patient84,51,-86392.13
patient84,52,1090526.13
patient84,53,1455292.02
patient84,54,1536979.16
patient84,55,1725425.67
patient84,56,1927942.02
patient84,57,665966.46
patient84,58,1507277.83
patient84,59,148499.52
patient84,60,1204145.66
patient84,61,-57350.78
patient84,62,1776809.01
patient84,63,1648147.96
patient84,64,150090.41
patient84,65,706323.77
patient84,66,908523.07
patient84,67,1904119.65
patient84,68,1467253.08
patient84,69,33365.04
patient84,70,330528.30
patient84,71,154935.69
patient84,72,369992.84
patient84,73,165732.80
patient84,74,1275580.13
patient84,75,227729.56
patient84,76,420083.54
patient84,77,346144.86
patient84,78,532226.92
patient84,79,374785.20
patient84,80,1262249.42
patient84,81,45115.32
patient84,82,1758860.22
patient84,83,981204.90
patient84,84,-23532.32
patient84,85,1292077.99
patient84,86,357283.01
patient84,87,1541878.32
patient84,88,1971159.20
patient84,89,482711.46
patient84,90,1284916.95
patient84,91,1937588.35
patient84,92,1074242.94
patient84,93,1873958.85
patient84,94,1792345.55
patient84,95,1382555.57
patient84,96,1955180.51
patient84,97,599282.26
patient84,98,735685.23
patient84,99,404065.77
patient85,0,999468.61
patient85,1,1606225.73
patient85,2,107679.47
patient85,3,1104346.46
patient85,4,-101944.89
patient85,5,291913.51
patient85,6,596922.87
patient85,7,774093.86
patient85,8,1588930.83
patient85,9,512316.82
patient85,10,-10149.96
patient85,11,1789887.85
patient85,12,86135.70
patient85,13,871163.50
patient85,14,1331808.64
patient85,15,800951.99
patient85,16,530901.03
patient85,17,994491.15
patient85,18,359299.50
patient85,19,206840.28
patient85,20,609219.47
patient85,21,711999.73
patient85,22,566682.72
patient85,23,548079.74
patient85,24,1652083.25
patient85,25,110218.08
patient85,26,1357955.23
patient85,27,1670967.56
patient85,28,477550.20
patient85,29,1899976.30
patient85,30,199877.09
patient85,31,770317.12
patient85,32,1734499.83
patient85,33,1559553.92
patient85,34,701066.33
patient85,35,1218078.02
patient85,36,1741558.29
patient85,37,206559.10
patient85,38,-130901.37
patient85,39,460501.64
patient85,40,1043122.64
patient85,41,1842111.09
patient85,42,851173.72
patient85,43,-3766.82
patient85,44,1791122.57
patient85,45,1467747.36
patient85,46,1402305.37
patient85,47,557342.64
patient85,48,195067.63
patient85,49,1264269.70
patient85,50,1819482.54
patient85,51,926497.44
patient85,52,1313633.66
patient85,53,1496849.50
patient85,54,51040.53
patient85,55,1180990.50
patient85,56,1664996.22
patient85,57,677664.53
patient85,58,114211.59
patient85,59,-41356.39
patient85,60,840174.70
patient85,61,397705.97
patient85,62,1533003.44
patient85,63,1842310.48
patient85,64,-75255.72
patient85,65,512433.54
patient85,66,1178337.21
patient85,67,1744208.16
patient85,68,1630771.17
patient85,69,-18105.05
patient85,70,1329509.08
patient85,71,286598.49
patient85,72,387161.17
patient85,73,366773.54
patient85,74,1214811.08
patient85,75,1221341.68
patient85,76,1769613.79
patient85,77,788748.99
patient85,78,1883602.49
patient85,79,210927.90
patient85,80,480074.76
patient85,81,1351404.47
patient85,82,1135359.17
patient85,83,150215.55
patient85,84,1118189.72
patient85,85,251077.66
patient85,86,112454.87
patient85,87,479628.78
patient85,88,1229941.99
patient85,89,740356.03
patient85,90,1863475.83
patient85,91,1339073.69
patient85,92,629371.09
patient85,93,1176663.96
patient85,94,1344201.70
patient85,95,1953203.01
patient85,96,1596535.83
patient85,97,1266092.80
patient85,98,551830.31
patient85,99,1422498.30
patient86,0,423608.99
patient86,1,-179251.92
patient86,2,1905601.69
patient86,3,1779754.37
patient86,4,1256865.44
patient86,5,119267.95
patient86,6,657064.58
patient86,7,946079.77
patient86,8,1943980.92
patient86,9,1139924.56
patient86,10,1238870.59
patient86,11,1266683.70
patient86,12,66387.58
patient86,13,775457.14
patient86,14,368104.79
patient86,15,1157192.76
patient86,16,1076693.10
patient86,17,624419.19
patient86,18,157804.32
patient86,19,1729391.90
patient86,20,-45921.21
patient86,21,83344.49
patient86,22,433398.42
patient86,23,-115908.83
patient86,24,332127.34
patient86,25,1316107.11
patient86,26,1504730.82
patient86,27,609389.85
patient86,28,-4916.07
patient86,29,245021.44
patient86,30,1838778.74
patient86,31,1978035.28
patient86,32,1304360.53
patient86,33,556990.91
patient86,34,1898061.40
patient86,35,-114688.39
patient86,36,1144745.97
patient86,37,1173824.78
patient86,38,1047141.86
patient86,39,1500187.93
patient86,40,1598031.23
patient86,41,627916.94
patient86,42,-135000.35
patient86,43,1695597.13
patient86,44,935550.63
patient86,45,380637.09
patient86,46,278599.54
patient86,47,722574.89
patient86,48,1720907.19
patient86,49,519538.39
patient86,50,277328.29
patient86,51,1024768.65
patient86,52,-116064.48
patient86,53,1164204.78
patient86,54,914654.56
patient86,55,985067.23
patient86,56,1465551.91
patient86,57,449732.20
patient86,58,-2059.31
patient86,59,1509234.30
patient86,60,1824995.88
patient86,61,1755270.84
patient86,62,246077.12
patient86,63,220358.87
patient86,64,307693.71
patient86,65,116290.28
patient86,66,1638380.48
patient86,67,759571.40
patient86,68,978537.53
patient86,69,1496197.90
patient86,70,1069701.74
patient86,71,1464113.48
patient86,72,772973.19
patient86,73,1446393.13
patient86,74,1056723.21
patient86,75,671487.01
patient86,76,439487.63
patient86,77,1709506.76
patient86,78,1285363.70
patient86,79,1349727.03
patient86,80,683461.90
patient86,81,613583.18
patient86,82,1635166.46
patient86,83,577060.63
patient86,84,1245367.60
patient86,85,599012.12
patient86,86,1458800.99
patient86,87,170065.49
patient86,88,-30390.25
patient86,89,843772.53
patient86,90,1364083.12
patient86,91,1659995.25
patient86,92,1305630.79
patient86,93,1560044.08
patient86,94,1568502.20
patient86,95,1831313.03
patient86,96,20728.78
patient86,97,1926478.78
patient86,98,1136051.97
patient86,99,677242.62
patient87,0,9398.19
patient87,1,533825.20
patient87,2,460140.68
patient87,3,1774226.94
patient87,4,-97898.69
patient87,5,353799.23
patient87,6,344688.35
patient87,7,1810127.52
patient87,8,1122678.85
patient87,9,1242221.41
patient87,10,584096.79
patient87,11,744140.30
patient87,12,935943.17
patient87,13,1039273.89
patient87,14,330079.69
patient87,15,1941397.06
patient87,16,693830.29
